FID,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
1978,09,009,165700,1,090091657001,Block Group 1,G5030,S,561484.000000000000000,0.000000000000000,+41.3448690,-072.9443703,1861,1862,1500000US090091657001,"Block Group 1, Census Tract 1657, New Haven County, Connecticut",1278,51,19,0,11,19,5,38,5,1130,148,0,no,1278,1225,806,361,7,7,0,0,44,53,46,3,0,0,0,4,0,1,0,0,0,0,0,0,090091657001
1979,09,009,165700,4,090091657004,Block Group 4,G5030,S,822271.000000000000000,0.000000000000000,+41.3511160,-072.9568276,1864,1865,1500000US090091657004,"Block Group 4, Census Tract 1657, New Haven County, Connecticut",948,33,0,25,56,19,48,0,16,751,197,0,no,958,918,521,354,0,0,0,0,43,40,20,0,0,0,0,20,0,1,0,0,0,0,0,0,090091657004
1980,09,009,165700,3,090091657003,Block Group 3,G5030,S,488327.000000000000000,0.000000000000000,+41.3516485,-072.9462667,1863,1864,1500000US090091657003,"Block Group 3, Census Tract 1657, New Haven County, Connecticut",827,23,15,6,6,17,13,0,39,708,119,0,no,827,813,560,128,0,45,0,0,80,14,9,0,0,0,0,0,5,1,0,0,0,0,0,0,090091657003
1981,09,009,165700,2,090091657002,Block Group 2,G5030,S,834239.000000000000000,0.000000000000000,+41.3407577,-072.9496564,1862,1863,1500000US090091657002,"Block Group 2, Census Tract 1657, New Haven County, Connecticut",927,72,18,60,26,66,28,0,39,618,309,0,yes,1448,1334,766,489,0,50,0,0,29,114,27,0,0,0,0,87,0,1,0,0,0,0,0,0,090091657002
1982,09,009,165801,3,090091658013,Block Group 3,G5030,S,2123526.000000000000000,0.000000000000000,+41.3728495,-072.9314983,1867,1868,1500000US090091658013,"Block Group 3, Census Tract 1658.01, New Haven County, Connecticut",2858,186,74,88,62,183,18,20,13,2214,644,0,no,2975,2844,2173,383,0,200,0,0,88,131,0,0,0,0,0,62,69,1,0,0,0,0,0,0,090091658013
1983,09,009,165801,2,090091658012,Block Group 2,G5030,S,906602.000000000000000,0.000000000000000,+41.3714321,-072.9202546,1866,1867,1500000US090091658012,"Block Group 2, Census Tract 1658.01, New Haven County, Connecticut",1532,71,48,27,21,67,26,15,19,1238,294,0,no,1532,1412,819,253,0,283,0,0,57,120,35,0,0,0,0,85,0,1,0,0,0,0,0,0,090091658012
1984,09,009,154100,3,090091541003,Block Group 3,G5030,S,351287.000000000000000,0.000000000000000,+41.2850917,-072.9803071,1761,1762,1500000US090091541003,"Block Group 3, Census Tract 1541, New Haven County, Connecticut",759,58,7,7,25,0,7,33,0,622,137,0,no,759,734,245,419,0,38,0,0,32,25,0,0,0,0,0,20,5,0,1,0,0,0,0,0,090091541003
1985,09,009,154100,7,090091541007,Block Group 7,G5030,S,821504.000000000000000,0.000000000000000,+41.2892045,-072.9814353,1765,1766,1500000US090091541007,"Block Group 7, Census Tract 1541, New Haven County, Connecticut",1516,158,0,94,68,152,74,50,38,882,634,0,yes,1526,1105,301,711,0,62,0,0,31,421,242,16,0,0,0,152,11,0,0,0,0,0,0,0,090091541007
1986,09,009,154100,2,090091541002,Block Group 2,G5030,S,1201536.000000000000000,0.000000000000000,+41.2951244,-072.9671702,1760,1761,1500000US090091541002,"Block Group 2, Census Tract 1541, New Haven County, Connecticut",1539,46,22,57,0,33,96,11,74,1200,339,0,no,1539,1288,842,301,22,7,0,10,106,251,81,0,0,0,0,170,0,1,0,0,0,0,0,0,090091541002
1987,09,009,154200,7,090091542007,Block Group 7,G5030,S,320583.000000000000000,0.000000000000000,+41.2779168,-072.9672100,1772,1773,1500000US090091542007,"Block Group 7, Census Tract 1542, New Haven County, Connecticut",1111,81,13,27,78,147,70,0,19,676,435,0,yes,1125,863,263,543,0,0,0,0,57,262,168,43,0,0,0,7,44,0,0,0,0,0,0,0,090091542007
1988,09,009,154200,1,090091542001,Block Group 1,G5030,S,370059.000000000000000,0.000000000000000,+41.2820987,-072.9777138,1766,1767,1500000US090091542001,"Block Group 1, Census Tract 1542, New Haven County, Connecticut",754,0,18,0,51,39,15,0,20,611,143,0,no,761,660,413,247,0,0,0,0,0,101,83,0,0,0,0,10,8,1,0,0,0,0,0,0,090091542001
1989,09,009,154200,3,090091542003,Block Group 3,G5030,S,463527.000000000000000,1124.000000000000000,+41.2791786,-072.9729669,1768,1769,1500000US090091542003,"Block Group 3, Census Tract 1542, New Haven County, Connecticut",1519,56,43,122,38,166,69,40,27,958,561,0,yes,1524,1274,400,664,31,111,0,0,68,250,109,0,12,0,0,121,8,0,0,0,0,0,0,0,090091542003
1990,09,009,154200,5,090091542005,Block Group 5,G5030,S,556680.000000000000000,0.000000000000000,+41.2672556,-072.9813373,1770,1771,1500000US090091542005,"Block Group 5, Census Tract 1542, New Haven County, Connecticut",495,0,0,0,0,0,20,0,0,475,20,0,no,495,495,485,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091542005
1991,09,009,150200,1,090091502001,Block Group 1,G5030,S,918320.000000000000000,14263.000000000000000,+41.2122464,-073.0720311,1720,1721,1500000US090091502001,"Block Group 1, Census Tract 1502, New Haven County, Connecticut",2146,117,7,48,25,28,30,29,10,1852,294,0,no,2270,2165,1710,135,0,245,0,0,75,105,58,13,0,0,0,5,29,1,0,0,0,0,0,0,090091502001
1992,09,009,150300,1,090091503001,Block Group 1,G5030,S,951374.000000000000000,0.000000000000000,+41.2082373,-073.0783441,1722,1723,1500000US090091503001,"Block Group 1, Census Tract 1503, New Haven County, Connecticut",1305,32,12,105,46,27,39,0,7,1037,268,0,no,1305,1243,1178,0,0,36,0,0,29,62,62,0,0,0,0,0,0,1,0,0,0,0,0,0,090091503001
1993,09,009,175100,1,090091751001,Block Group 1,G5030,S,359879.000000000000000,0.000000000000000,+41.4658980,-072.8156055,1955,1956,1500000US090091751001,"Block Group 1, Census Tract 1751, New Haven County, Connecticut",571,0,9,0,7,18,19,16,6,496,75,0,no,571,552,533,6,0,0,0,0,13,19,19,0,0,0,0,0,0,1,0,0,0,0,0,0,090091751001
1994,09,009,175200,1,090091752001,Block Group 1,G5030,S,474184.000000000000000,0.000000000000000,+41.4510657,-072.8208032,1959,1960,1500000US090091752001,"Block Group 1, Census Tract 1752, New Haven County, Connecticut",1148,27,0,0,16,9,16,26,22,1032,116,0,no,1148,1067,1051,16,0,0,0,0,0,81,81,0,0,0,0,0,0,1,0,0,0,0,0,0,090091752001
1995,09,009,175200,2,090091752002,Block Group 2,G5030,S,326905.000000000000000,0.000000000000000,+41.4537459,-072.8257093,1960,1961,1500000US090091752002,"Block Group 2, Census Tract 1752, New Haven County, Connecticut",1170,14,30,23,22,71,126,30,0,854,316,0,no,1170,1001,882,24,0,95,0,0,0,169,90,11,0,0,0,68,0,1,0,0,0,0,0,0,090091752002
1996,09,009,175300,4,090091753004,Block Group 4,G5030,S,2065679.000000000000000,12182.000000000000000,+41.4346648,-072.8294918,1964,1965,1500000US090091753004,"Block Group 4, Census Tract 1753, New Haven County, Connecticut",1103,0,0,0,0,8,9,0,0,1086,17,0,no,1103,1060,1034,26,0,0,0,0,0,43,22,0,0,0,0,21,0,1,0,0,0,0,0,0,090091753004
1997,09,009,175300,5,090091753005,Block Group 5,G5030,S,777456.000000000000000,0.000000000000000,+41.4373681,-072.8199636,1965,1966,1500000US090091753005,"Block Group 5, Census Tract 1753, New Haven County, Connecticut",667,14,6,40,59,0,59,0,27,462,205,0,yes,667,589,582,0,7,0,0,0,0,78,29,0,0,0,0,49,0,1,0,0,0,0,0,0,090091753005
1998,09,009,175300,1,090091753001,Block Group 1,G5030,S,606306.000000000000000,0.000000000000000,+41.4428877,-072.8157336,1961,1962,1500000US090091753001,"Block Group 1, Census Tract 1753, New Haven County, Connecticut",915,29,63,10,5,0,40,0,20,748,167,0,no,924,880,828,21,0,0,0,0,31,44,44,0,0,0,0,0,0,1,0,0,0,0,0,0,090091753001
1999,09,009,175300,2,090091753002,Block Group 2,G5030,S,541101.000000000000000,0.000000000000000,+41.4421173,-072.8258510,1962,1963,1500000US090091753002,"Block Group 2, Census Tract 1753, New Haven County, Connecticut",941,16,0,0,30,0,26,0,13,856,85,0,no,941,886,802,7,0,72,0,0,5,55,55,0,0,0,0,0,0,1,0,0,0,0,0,0,090091753002
2000,09,009,154400,1,090091544001,Block Group 1,G5030,S,1397262.000000000000000,52537.000000000000000,+41.2918854,-072.9505177,1774,1775,1500000US090091544001,"Block Group 1, Census Tract 1544, New Haven County, Connecticut",1226,34,35,0,91,89,42,19,56,860,366,0,no,1226,1052,835,123,0,32,0,0,62,174,93,28,0,0,0,40,13,1,0,0,0,0,0,0,090091544001
2001,09,009,186100,4,090091861004,Block Group 4,G5030,S,2981623.000000000000000,0.000000000000000,+41.3151624,-072.7617516,2047,2048,1500000US090091861004,"Block Group 4, Census Tract 1861, New Haven County, Connecticut",1630,79,7,0,27,56,49,47,7,1358,272,0,no,1666,1624,1522,39,0,5,0,12,46,42,0,0,6,0,0,30,6,1,0,0,0,0,0,0,090091861004
2002,09,009,186100,1,090091861001,Block Group 1,G5030,S,5849965.000000000000000,0.000000000000000,+41.3473507,-072.7569456,2044,2045,1500000US090091861001,"Block Group 1, Census Tract 1861, New Haven County, Connecticut",1478,0,0,0,58,0,68,0,7,1345,133,0,no,1478,1452,1413,12,0,0,0,0,27,26,0,0,0,0,0,0,26,1,0,0,0,0,0,0,090091861001
2003,09,009,186100,3,090091861003,Block Group 3,G5030,S,3980616.000000000000000,21647.000000000000000,+41.3300517,-072.7479568,2046,2047,1500000US090091861003,"Block Group 3, Census Tract 1861, New Haven County, Connecticut",1088,9,0,9,11,0,74,0,9,976,112,0,no,1102,1085,1085,0,0,0,0,0,0,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,090091861003
2004,09,009,186100,5,090091861005,Block Group 5,G5030,S,2602123.000000000000000,0.000000000000000,+41.3316681,-072.8115233,2048,2049,1500000US090091861005,"Block Group 5, Census Tract 1861, New Haven County, Connecticut",773,0,0,0,0,0,101,57,0,615,158,0,no,773,764,720,0,0,44,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,090091861005
2005,09,009,186100,2,090091861002,Block Group 2,G5030,S,2459567.000000000000000,81102.000000000000000,+41.3266761,-072.8002363,2045,2046,1500000US090091861002,"Block Group 2, Census Tract 1861, New Haven County, Connecticut",1255,21,0,0,7,95,12,18,22,1080,175,0,no,1255,1231,1231,0,0,0,0,0,0,24,24,0,0,0,0,0,0,1,0,0,0,0,0,0,090091861002
2006,09,009,184500,2,090091845002,Block Group 2,G5030,S,1819679.000000000000000,6691.000000000000000,+41.2795664,-072.7903506,2035,2036,1500000US090091845002,"Block Group 2, Census Tract 1845, New Haven County, Connecticut",1118,0,0,0,4,14,36,7,5,1052,66,0,no,1118,1118,1090,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091845002
2007,09,009,184600,1,090091846001,Block Group 1,G5030,S,8422794.000000000000000,0.000000000000000,+41.2822428,-072.7507777,2036,2037,1500000US090091846001,"Block Group 1, Census Tract 1846, New Haven County, Connecticut",1959,44,0,18,19,13,20,7,0,1838,121,0,no,1959,1947,1869,30,0,48,0,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0,0,0,090091846001
2008,09,009,184600,2,090091846002,Block Group 2,G5030,S,2331887.000000000000000,33712.000000000000000,+41.2696085,-072.7546178,2037,2038,1500000US090091846002,"Block Group 2, Census Tract 1846, New Haven County, Connecticut",510,0,0,0,0,0,0,0,17,493,17,0,no,510,510,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091846002
2009,09,009,184600,4,090091846004,Block Group 4,G5030,S,315329.000000000000000,6997922.000000000000000,+41.2597154,-072.7525804,2039,2040,1500000US090091846004,"Block Group 4, Census Tract 1846, New Haven County, Connecticut",0,0,0,0,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090091846004
2010,09,009,184600,3,090091846003,Block Group 3,G5030,S,1476481.000000000000000,17100.000000000000000,+41.2703206,-072.7779982,2038,2039,1500000US090091846003,"Block Group 3, Census Tract 1846, New Haven County, Connecticut",689,0,8,16,0,22,0,0,24,619,70,0,no,689,689,664,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091846003
2011,09,009,184700,1,090091847001,Block Group 1,G5030,S,5876665.000000000000000,52917.000000000000000,+41.2999140,-072.7714964,2040,2041,1500000US090091847001,"Block Group 1, Census Tract 1847, New Haven County, Connecticut",1008,32,0,37,32,49,21,43,20,774,234,0,no,1008,969,951,12,0,6,0,0,0,39,0,18,0,0,0,13,8,1,0,0,0,0,0,0,090091847001
2012,09,009,184700,2,090091847002,Block Group 2,G5030,S,5249903.000000000000000,109242.000000000000000,+41.3035081,-072.7981774,2041,2042,1500000US090091847002,"Block Group 2, Census Tract 1847, New Haven County, Connecticut",1995,55,20,25,0,50,40,3,0,1802,193,0,no,1995,1955,1851,37,0,25,0,0,42,40,12,0,0,0,0,9,19,1,0,0,0,0,0,0,090091847002
2013,09,009,184700,3,090091847003,Block Group 3,G5030,S,6011450.000000000000000,873253.000000000000000,+41.3184325,-072.8132599,2042,2043,1500000US090091847003,"Block Group 3, Census Tract 1847, New Haven County, Connecticut",596,0,0,0,60,0,0,0,0,536,60,0,no,606,606,596,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091847003
2014,09,009,167201,1,090091672011,Block Group 1,G5030,S,1881738.000000000000000,0.000000000000000,+41.3842787,-072.8467914,1894,1895,1500000US090091672011,"Block Group 1, Census Tract 1672.01, New Haven County, Connecticut",1571,5,5,62,41,50,6,0,0,1402,169,0,no,1571,1564,1503,0,0,61,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,090091672011
2015,09,009,165801,1,090091658011,Block Group 1,G5030,S,869347.000000000000000,10782.000000000000000,+41.3830129,-072.9260283,1865,1866,1500000US090091658011,"Block Group 1, Census Tract 1658.01, New Haven County, Connecticut",807,34,33,0,0,0,17,8,30,685,122,0,no,807,781,725,42,0,14,0,0,0,26,0,0,0,0,0,26,0,1,0,0,0,0,0,0,090091658011
2016,09,009,165802,4,090091658024,Block Group 4,G5030,S,9462391.000000000000000,179713.000000000000000,+41.3744500,-072.9561915,1871,1872,1500000US090091658024,"Block Group 4, Census Tract 1658.02, New Haven County, Connecticut",1117,15,0,0,0,27,5,0,0,1070,47,0,no,1117,1051,939,61,0,22,0,0,29,66,66,0,0,0,0,0,0,1,0,0,0,0,0,0,090091658024
2017,09,009,165802,2,090091658022,Block Group 2,G5030,S,551445.000000000000000,0.000000000000000,+41.3629740,-072.9369810,1869,1870,1500000US090091658022,"Block Group 2, Census Tract 1658.02, New Haven County, Connecticut",674,16,0,0,0,13,13,13,0,619,55,0,no,674,635,591,44,0,0,0,0,0,39,33,6,0,0,0,0,0,1,0,0,0,0,0,0,090091658022
2018,09,009,165802,1,090091658021,Block Group 1,G5030,S,2263992.000000000000000,0.000000000000000,+41.3604323,-072.9561176,1868,1869,1500000US090091658021,"Block Group 1, Census Tract 1658.02, New Haven County, Connecticut",1382,84,15,8,41,8,0,5,18,1203,179,0,no,1389,1336,944,360,6,0,0,6,20,53,14,7,0,0,0,32,0,1,0,0,0,0,0,0,090091658021
2019,09,009,165802,3,090091658023,Block Group 3,G5030,S,561686.000000000000000,0.000000000000000,+41.3632509,-072.9447670,1870,1871,1500000US090091658023,"Block Group 3, Census Tract 1658.02, New Haven County, Connecticut",938,10,0,0,4,10,42,12,0,860,78,0,no,938,897,826,57,0,9,0,0,5,41,16,0,0,0,0,16,9,1,0,0,0,0,0,0,090091658023
2020,09,009,154200,2,090091542002,Block Group 2,G5030,S,512420.000000000000000,0.000000000000000,+41.2744885,-072.9803634,1767,1768,1500000US090091542002,"Block Group 2, Census Tract 1542, New Haven County, Connecticut",1216,39,79,0,28,23,7,96,22,922,294,0,no,1216,1032,778,245,9,0,0,0,0,184,19,20,0,0,0,122,23,1,0,0,0,0,0,0,090091542002
2021,09,009,154200,6,090091542006,Block Group 6,G5030,S,542912.000000000000000,0.000000000000000,+41.2663599,-072.9888406,1771,1772,1500000US090091542006,"Block Group 6, Census Tract 1542, New Haven County, Connecticut",585,126,49,0,80,6,28,0,0,296,289,0,yes,585,463,98,295,0,0,0,0,70,122,36,0,0,0,0,86,0,0,1,0,0,0,0,0,090091542006
2022,09,009,154200,4,090091542004,Block Group 4,G5030,S,302763.000000000000000,0.000000000000000,+41.2713082,-072.9767775,1769,1770,1500000US090091542004,"Block Group 4, Census Tract 1542, New Haven County, Connecticut",858,32,20,67,28,14,42,9,85,561,297,0,yes,858,625,110,165,13,325,0,0,12,233,118,0,0,0,7,83,25,0,0,0,0,0,0,0,090091542004
2023,09,009,154300,1,090091543001,Block Group 1,G5030,S,211039.000000000000000,0.000000000000000,+41.2835843,-072.9607268,1773,1774,1500000US090091543001,"Block Group 1, Census Tract 1543, New Haven County, Connecticut",0,0,0,0,0,0,0,0,0,0,0,0,no,106,106,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091543001
2024,09,009,154400,2,090091544002,Block Group 2,G5030,S,329771.000000000000000,0.000000000000000,+41.2838158,-072.9564194,1775,1776,1500000US090091544002,"Block Group 2, Census Tract 1544, New Haven County, Connecticut",933,122,41,10,81,110,25,20,7,517,416,0,yes,937,695,419,212,0,22,0,0,42,242,134,0,0,0,0,97,11,0,0,0,0,0,0,0,090091544002
2025,09,009,154400,3,090091544003,Block Group 3,G5030,S,673764.000000000000000,0.000000000000000,+41.2852868,-072.9686081,1776,1777,1500000US090091544003,"Block Group 3, Census Tract 1544, New Haven County, Connecticut",2002,111,42,90,87,134,199,97,38,1204,798,0,yes,2142,1873,533,1219,0,32,6,0,83,269,93,13,0,7,0,144,12,0,1,0,0,0,0,0,090091544003
2026,09,009,154400,4,090091544004,Block Group 4,G5030,S,427332.000000000000000,0.000000000000000,+41.2888898,-072.9620464,1777,1778,1500000US090091544004,"Block Group 4, Census Tract 1544, New Haven County, Connecticut",903,111,10,18,5,9,49,0,6,695,208,0,no,1786,1661,1111,348,0,104,0,0,98,125,66,0,0,0,0,35,24,1,0,0,0,0,0,0,090091544004
2027,09,009,154500,4,090091545004,Block Group 4,G5030,S,238289.000000000000000,0.000000000000000,+41.2809214,-072.9523534,1781,1782,1500000US090091545004,"Block Group 4, Census Tract 1545, New Haven County, Connecticut",672,29,27,58,25,29,11,0,0,493,179,0,no,672,576,516,25,0,35,0,0,0,96,0,0,0,0,0,96,0,1,0,0,0,0,0,0,090091545004
2028,09,009,154500,3,090091545003,Block Group 3,G5030,S,319676.000000000000000,0.000000000000000,+41.2788510,-072.9483551,1780,1781,1500000US090091545003,"Block Group 3, Census Tract 1545, New Haven County, Connecticut",1082,112,70,109,12,11,39,10,23,696,386,0,yes,1082,1005,789,126,0,56,0,0,34,77,25,0,0,0,0,52,0,1,0,0,0,0,0,0,090091545003
2029,09,009,154500,5,090091545005,Block Group 5,G5030,S,147359.000000000000000,0.000000000000000,+41.2768001,-072.9424589,1782,1783,1500000US090091545005,"Block Group 5, Census Tract 1545, New Haven County, Connecticut",730,30,0,113,33,17,101,12,17,407,323,0,yes,730,664,527,32,0,105,0,0,0,66,60,0,0,0,0,6,0,1,0,0,0,0,0,0,090091545005
2030,09,009,154500,2,090091545002,Block Group 2,G5030,S,256770.000000000000000,0.000000000000000,+41.2751576,-072.9478935,1779,1780,1500000US090091545002,"Block Group 2, Census Tract 1545, New Haven County, Connecticut",1124,14,35,11,9,51,91,0,9,904,220,0,no,1124,953,805,112,0,0,0,0,36,171,140,9,0,0,0,22,0,1,0,0,0,0,0,0,090091545002
2031,09,009,150300,2,090091503002,Block Group 2,G5030,S,1318214.000000000000000,36884.000000000000000,+41.2028308,-073.0902682,1723,1724,1500000US090091503002,"Block Group 2, Census Tract 1503, New Haven County, Connecticut",1231,16,0,0,36,42,10,4,27,1096,135,0,no,1231,1202,1148,6,0,27,0,0,21,29,6,0,0,23,0,0,0,1,0,0,0,0,0,0,090091503002
2032,09,009,150300,3,090091503003,Block Group 3,G5030,S,327826.000000000000000,0.000000000000000,+41.2053706,-073.0989792,1724,1725,1500000US090091503003,"Block Group 3, Census Tract 1503, New Haven County, Connecticut",887,4,8,0,40,0,14,0,0,821,66,0,no,891,891,835,30,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091503003
2033,09,009,150300,4,090091503004,Block Group 4,G5030,S,330073.000000000000000,0.000000000000000,+41.2013568,-073.0974294,1725,1726,1500000US090091503004,"Block Group 4, Census Tract 1503, New Haven County, Connecticut",750,6,0,5,16,10,10,0,22,681,69,0,no,750,682,655,17,0,0,0,0,10,68,46,0,0,0,0,12,10,1,0,0,0,0,0,0,090091503004
2034,09,009,150400,1,090091504001,Block Group 1,G5030,S,608620.000000000000000,0.000000000000000,+41.1989864,-073.0818019,1726,1727,1500000US090091504001,"Block Group 1, Census Tract 1504, New Haven County, Connecticut",1485,29,25,60,41,70,29,17,0,1214,271,0,no,1485,1429,1303,21,0,94,0,0,11,56,56,0,0,0,0,0,0,1,0,0,0,0,0,0,090091504001
2035,09,009,150500,2,090091505002,Block Group 2,G5030,S,1025821.000000000000000,0.000000000000000,+41.1928046,-073.0996424,1731,1732,1500000US090091505002,"Block Group 2, Census Tract 1505, New Haven County, Connecticut",1333,38,10,21,8,14,55,61,76,1050,283,0,no,1338,1269,1222,37,0,0,0,0,10,69,38,0,0,0,0,31,0,1,0,0,0,0,0,0,090091505002
2036,09,009,150500,1,090091505001,Block Group 1,G5030,S,372105.000000000000000,103076.000000000000000,+41.2024530,-073.1051824,1730,1731,1500000US090091505001,"Block Group 1, Census Tract 1505, New Haven County, Connecticut",895,14,0,0,17,3,61,11,44,745,150,0,no,895,858,776,77,0,0,5,0,0,37,4,0,0,0,0,33,0,1,0,0,0,0,0,0,090091505001
2037,09,009,175300,3,090091753003,Block Group 3,G5030,S,352374.000000000000000,0.000000000000000,+41.4443489,-072.8288614,1963,1964,1500000US090091753003,"Block Group 3, Census Tract 1753, New Haven County, Connecticut",471,0,0,0,54,27,0,0,10,380,91,0,no,471,454,454,0,0,0,0,0,0,17,0,0,0,0,0,0,17,1,0,0,0,0,0,0,090091753003
2038,09,009,175400,3,090091754003,Block Group 3,G5030,S,174466.000000000000000,0.000000000000000,+41.4568729,-072.8301569,1968,1969,1500000US090091754003,"Block Group 3, Census Tract 1754, New Haven County, Connecticut",691,8,0,38,46,18,55,19,13,494,197,0,no,691,604,578,0,0,26,0,0,0,87,39,0,0,0,0,48,0,1,0,0,0,0,0,0,090091754003
2039,09,009,175400,1,090091754001,Block Group 1,G5030,S,456119.000000000000000,0.000000000000000,+41.4631488,-072.8223706,1966,1967,1500000US090091754001,"Block Group 1, Census Tract 1754, New Haven County, Connecticut",813,81,55,14,9,101,7,0,5,541,272,0,yes,813,713,648,16,6,43,0,0,0,100,100,0,0,0,0,0,0,1,0,0,0,0,0,0,090091754001
2040,09,009,175400,2,090091754002,Block Group 2,G5030,S,383936.000000000000000,0.000000000000000,+41.4500560,-072.8309867,1967,1968,1500000US090091754002,"Block Group 2, Census Tract 1754, New Haven County, Connecticut",1095,86,8,69,63,56,92,46,24,651,444,0,yes,1101,851,767,6,0,72,0,0,6,250,196,0,0,0,0,54,0,1,0,0,0,0,0,0,090091754002
2041,09,009,175900,3,090091759003,Block Group 3,G5030,S,1091272.000000000000000,0.000000000000000,+41.4418799,-072.7993769,1988,1989,1500000US090091759003,"Block Group 3, Census Tract 1759, New Haven County, Connecticut",485,7,0,0,19,0,37,0,0,422,63,0,no,485,474,474,0,0,0,0,0,0,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,090091759003
2042,09,009,175900,4,090091759004,Block Group 4,G5030,S,983011.000000000000000,0.000000000000000,+41.4474507,-072.8098559,1989,1990,1500000US090091759004,"Block Group 4, Census Tract 1759, New Haven County, Connecticut",1171,6,0,61,85,60,7,0,25,927,244,0,no,1188,1174,1150,6,6,0,0,0,12,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,090091759004
2043,09,009,175900,2,090091759002,Block Group 2,G5030,S,1059562.000000000000000,0.000000000000000,+41.4349932,-072.8097619,1987,1988,1500000US090091759002,"Block Group 2, Census Tract 1759, New Haven County, Connecticut",984,0,15,10,0,24,0,0,10,925,59,0,no,1148,1135,964,10,0,161,0,0,0,13,0,0,0,0,0,13,0,1,0,0,0,0,0,0,090091759002
2044,09,009,175900,6,090091759006,Block Group 6,G5030,S,436108.000000000000000,0.000000000000000,+41.4504422,-072.7983986,1991,1992,1500000US090091759006,"Block Group 6, Census Tract 1759, New Haven County, Connecticut",786,0,0,8,0,7,8,0,71,692,94,0,no,915,915,863,13,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091759006
2045,09,009,186100,6,090091861006,Block Group 6,G5030,S,1917114.000000000000000,287991.000000000000000,+41.3184365,-072.7768450,2049,2050,1500000US090091861006,"Block Group 6, Census Tract 1861, New Haven County, Connecticut",959,0,0,0,0,0,24,0,33,902,57,0,no,959,915,915,0,0,0,0,0,0,44,0,0,7,0,0,37,0,1,0,0,0,0,0,0,090091861006
2046,09,009,186200,1,090091862001,Block Group 1,G5030,S,25400342.000000000000000,4504327.000000000000000,+41.3638391,-072.7848682,2050,2051,1500000US090091862001,"Block Group 1, Census Tract 1862, New Haven County, Connecticut",996,53,0,0,51,0,0,24,29,839,157,0,no,996,947,927,0,9,0,0,0,11,49,14,0,0,0,0,28,7,1,0,0,0,0,0,0,090091862001
2047,09,009,186200,2,090091862002,Block Group 2,G5030,S,7497385.000000000000000,17353.000000000000000,+41.3593891,-072.8061743,2051,2052,1500000US090091862002,"Block Group 2, Census Tract 1862, New Haven County, Connecticut",1518,0,0,0,9,0,85,0,27,1397,121,0,no,1518,1491,1482,0,0,0,0,0,9,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,090091862002
2048,09,009,186200,4,090091862004,Block Group 4,G5030,S,5123301.000000000000000,26673.000000000000000,+41.4176289,-072.7431633,2053,2054,1500000US090091862004,"Block Group 4, Census Tract 1862, New Haven County, Connecticut",2025,7,9,0,25,0,31,68,10,1875,150,0,no,2033,2033,1961,16,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091862004
2049,09,009,186200,3,090091862003,Block Group 3,G5030,S,6318196.000000000000000,0.000000000000000,+41.3957220,-072.8005050,2052,2053,1500000US090091862003,"Block Group 3, Census Tract 1862, New Haven County, Connecticut",2126,13,0,16,9,0,4,178,7,1899,227,0,no,2126,2110,2075,35,0,0,0,0,0,16,9,0,0,7,0,0,0,1,0,0,0,0,0,0,090091862003
