FID,OBJECTID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGIT,F5_2_STACK,F5_3_WATER,F5_4_UNDER,F5_4_1_UND,F5_4_2_UND,F5_5_1_LAN,F5_5_1A_RC,F5_5_1B_OT,F5_5_2_LAN,F5_5_3_SUR,F5_5_3A_RC,F5_5_3B_Ot,F5_5_4_OTH,ON_SITE_RE,F6_1_POTW_,F6_1_POT_1,F6_1_POT_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEA,F8_1A_ON_S,F8_1B_ON_S,F8_1C_OFF_,F8_1D_OFF_,F8_2_ENERG,F8_3_ENERG,F8_4_RECYC,F8_5_RECYC,F8_6_TREAT,F8_7_TREAT,PROD__WAST,F8_8_ONE_T,PROD_RATIO,F8_9_PRODU,PARENT_COM,PARENT_C_1,Field110,FID_1,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
583,476,2017,06708LLGHN271RA,110016680607.000000000000000,ATI FLAT ROLLED PRODUCTS HOLDINGS LLC,271 RAILROAD HILL ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.537450000000000,-73.039090000000002,NO,331,Primary Metals, , , , , , ,331110,0,0,0,0,0,1317216440610.000000000000000,NICKEL COMPOUNDS,N495,650036,YES,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,25.000000000000000,0.000000000000000,25.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,317.000000000000000,0,342.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,342.000000000000000,0,0,0.000000000000000,9.500000000000000,332.500000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,342.000000000000000,0,PRODUCTION,1.220000000000000,ALLEGHENY TECHNOLOGIES INC,949262737, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
584,487,2017,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0,0,0,0,0,1317216485530.000000000000000,TRICHLOROETHYLENE,000079016,7526,YES,TRI,NO,0,YES,R,Pounds,15.000000000000000,327.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,342.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,338,1349,0.000000000000000,0,1687.000000000000000,342.000000000000000,0,0,342.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,1687.000000000000000,2029.000000000000000,0,PRODUCTION,0.940000000000000,HUBBARD-HALL INC,055310759, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
585,489,2017,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0,0,0,0,0,1317216485450.000000000000000,DICHLOROMETHANE,000075092,5306,YES,TRI,NO,0,YES,R,Pounds,49.000000000000000,1593.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1642.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,276,0.000000000000000,0,276.000000000000000,1642.000000000000000,0,0,1642.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,276.000000000000000,1918.000000000000000,0,PRODUCTION,0.880000000000000,HUBBARD-HALL INC,055310759, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
586,490,2017,06708LLGHN271RA,110016680607.000000000000000,ATI FLAT ROLLED PRODUCTS HOLDINGS LLC,271 RAILROAD HILL ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.537450000000000,-73.039090000000002,NO,331,Primary Metals, , , , , , ,331110,0,0,0,0,0,1317216440600.000000000000000,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,482.000000000000000,0,487.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,487.000000000000000,0,0,0.000000000000000,1.950000000000000,485.050000000000010,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,487.000000000000000,0,PRODUCTION,1.220000000000000,ALLEGHENY TECHNOLOGIES INC,949262737, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
587,491,2017,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0,0,0,0,0,1317216485500.000000000000000,NITRIC ACID,007697372,152686,NO,TRI,NO,0,NO,R,Pounds,31.000000000000000,45.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,76.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,124,0,1291.000000000000000,25,1440.000000000000000,76.000000000000000,0,0,76.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,42.000000000000000,1440.000000000000000,1558.000000000000000,0,PRODUCTION,0.760000000000000,HUBBARD-HALL INC,055310759, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
588,495,2017,06708LLGHN271RA,110016680607.000000000000000,ATI FLAT ROLLED PRODUCTS HOLDINGS LLC,271 RAILROAD HILL ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.537450000000000,-73.039090000000002,NO,331,Primary Metals, , , , , , ,331110,0,0,0,0,0,1317216440570.000000000000000,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,649475,YES,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,13.000000000000000,0.000000000000000,13.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,1036.000000000000000,0,1049.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,1049.000000000000000,0,0,0.000000000000000,9.880000000000001,1039.119999999999900,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,1049.000000000000000,0,PRODUCTION,1.220000000000000,ALLEGHENY TECHNOLOGIES INC,949262737, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
589,497,2017,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0,0,0,0,0,1317216485440.000000000000000,ETHYLENE GLYCOL,000107211,24257,YES,TRI,NO,0,NO,R,Pounds,0.010000000000000,0.020000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.030000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,52,0.000000000000000,673,725.000000000000000,0.030000000000000,0,0,0.030000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,725.000000000000000,725.029999999999970,0,PRODUCTION,2.190000000000000,HUBBARD-HALL INC,055310759, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
590,504,2017,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0,0,0,0,0,1317216485510.000000000000000,TETRACHLOROETHYLENE,000127184,34157,YES,TRI,NO,0,YES,R,Pounds,14.000000000000000,36.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,50.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,105,672,0.000000000000000,0,777.000000000000000,50.000000000000000,0,0,50.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,777.000000000000000,827.000000000000000,0,PRODUCTION,1.420000000000000,HUBBARD-HALL INC,055310759, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
591,506,2017,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0,0,0,0,0,1317216485480.000000000000000,METHANOL,000067561,4283,YES,TRI,NO,0,NO,R,Pounds,18.000000000000000,183.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,201.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,377.000000000000000,0,300,0.000000000000000,0,676.500000000000000,201.000000000000000,0,0,201.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,676.500000000000000,877.500000000000000,0,PRODUCTION,0.990000000000000,HUBBARD-HALL INC,055310759, ,2338,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
592,538,2017,06512CRRNT30TYL,110000316809.000000000000000,CURRENT INC,30 TYLER ST,EAST HAVEN,NEW HAVEN,CT,6512, , ,41.273139000000000,-72.870701999999994,NO,326,Plastics and Rubber, , , , , , ,326130,0,0,0,0,0,1317216074090.000000000000000,METHANOL,000067561,4283,YES,TRI,NO,0,NO,R,Pounds,1.000000000000000,2399.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,2400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,2400.000000000000000,0,0,2400.000000000000000,0.000000000000000,0.000000000000000,1006,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,3405.500000000000000,0,PRODUCTION,0.350000000000000,NA, , ,2352,09,009,180300,2,090091803002,Block Group 2,G5030,S,1199956.000000000000000,0.000000000000000,+41.2718273,-072.8685538,2009,2010,1500000US090091803002,"Block Group 2, Census Tract 1803, New Haven County, Connecticut",1695,65,29,13,63,18,45,8,30,1424,271,0,no,1695,1617,1558,0,0,59,0,0,0,78,78,0,0,0,0,0,0,1,0,0,0,0,0,0,090091803002
593,586,2017,06512CRRNT30TYL,110000316809.000000000000000,CURRENT INC,30 TYLER ST,EAST HAVEN,NEW HAVEN,CT,6512, , ,41.273139000000000,-72.870701999999994,NO,326,Plastics and Rubber, , , , , , ,326130,0,0,0,0,0,1317216074110.000000000000000,PHENOL,000108952,25510,YES,TRI,NO,0,NO,R,Pounds,5.000000000000000,1073.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1078.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,1078.000000000000000,0,0,1078.000000000000000,0.000000000000000,0.000000000000000,364,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,1441.500000000000000,0,PRODUCTION,0.280000000000000,NA, , ,2352,09,009,180300,2,090091803002,Block Group 2,G5030,S,1199956.000000000000000,0.000000000000000,+41.2718273,-072.8685538,2009,2010,1500000US090091803002,"Block Group 2, Census Tract 1803, New Haven County, Connecticut",1695,65,29,13,63,18,45,8,30,1424,271,0,no,1695,1617,1558,0,0,59,0,0,0,78,78,0,0,0,0,0,0,1,0,0,0,0,0,0,090091803002
594,670,2017,06450MRMND508NO,110002057470.000000000000000,ACCEL INTERNATIONAL HOLDINGS INC,508 N COLONY  ST,MERIDEN,NEW HAVEN,CT,6450, , ,41.549630000000001,-72.792619999999999,NO,332,Fabricated Metals, , , , , , ,332618,332813,0,0,0,0,1317216505930.000000000000000,COPPER,007440508,150086,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,5.000000000000000,0.000000000000000,475605.000000000000000,0.000000000000000,0,0,475605.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,5.000000000000000,0,0,0.000000000000000,3.600000000000000,1.400000000000000,0,0.000000000000000,0,475605.000000000000000,0.000000000000000,0.000000000000000,475610.000000000000000,0,PRODUCTION,1.000000000000000,NA, , ,2365,09,009,171500,1,090091715001,Block Group 1,G5030,S,485183.000000000000000,0.000000000000000,+41.5512451,-072.7878506,1945,1946,1500000US090091715001,"Block Group 1, Census Tract 1715, New Haven County, Connecticut",1359,41,28,36,36,125,68,50,120,855,504,0,yes,1372,847,688,139,0,20,0,0,0,525,177,33,0,0,0,220,95,1,0,0,0,0,0,0,090091715001
595,683,2017,06450MRMND508NO,110002057470.000000000000000,ACCEL INTERNATIONAL HOLDINGS INC,508 N COLONY  ST,MERIDEN,NEW HAVEN,CT,6450, , ,41.549630000000001,-72.792619999999999,NO,332,Fabricated Metals, , , , , , ,332618,332813,0,0,0,0,1317216505980.000000000000000,SILVER,007440224,149849,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,5.000000000000000,0.000000000000000,3532.000000000000000,0.000000000000000,0,0,3532.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,5.000000000000000,0,0,0.000000000000000,3.300000000000000,1.700000000000000,0,0.000000000000000,0,3532.000000000000000,0.000000000000000,0.000000000000000,3537.000000000000000,0,PRODUCTION,1.000000000000000,NA, , ,2365,09,009,171500,1,090091715001,Block Group 1,G5030,S,485183.000000000000000,0.000000000000000,+41.5512451,-072.7878506,1945,1946,1500000US090091715001,"Block Group 1, Census Tract 1715, New Haven County, Connecticut",1359,41,28,36,36,125,68,50,120,855,504,0,yes,1372,847,688,139,0,20,0,0,0,525,177,33,0,0,0,220,95,1,0,0,0,0,0,0,090091715001
596,517,2017,06451NTDLR136GR,110000316248.000000000000000,TRADEBE TREATMENT & RECYCLING NORTHEAST LLC,136 GRACEY AVE,MERIDEN,NEW HAVEN,CT,6451, , ,41.552840000000003,-72.793059999999997,NO,562,Hazardous Waste, , , , , , ,562211,0,0,0,0,0,1317216484740.000000000000000,ETHYLENE GLYCOL,000107211,24257,YES,TRI,NO,0,NO,R,Pounds,5.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,10.000000000000000,56.000000000000000,644.000000000000000,700.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,56.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,39403.000000000000000,0.000000000000000,39403.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,644.000000000000000,66.000000000000000,0,0,10.000000000000000,0.000000000000000,56.000000000000000,0,39403.000000000000000,0,0.000000000000000,118208.000000000000000,644.000000000000000,158321.000000000000000,0,ACTIVITY,1.000000000000000,TRADEBE ENVIRONMENTAL SERVICES LLC,966208204, ,2407,09,009,171600,3,090091716003,Block Group 3,G5030,S,1343868.000000000000000,0.000000000000000,+41.5494148,-072.8073273,1950,1951,1500000US090091716003,"Block Group 3, Census Tract 1716, New Haven County, Connecticut",1112,39,67,85,45,17,63,24,0,772,340,0,yes,1182,810,575,177,19,18,0,0,21,372,279,0,0,0,0,93,0,0,0,0,0,0,0,0,090091716003
597,519,2017,06451NTDLR136GR,110000316248.000000000000000,TRADEBE TREATMENT & RECYCLING NORTHEAST LLC,136 GRACEY AVE,MERIDEN,NEW HAVEN,CT,6451, , ,41.552840000000003,-72.793059999999997,NO,562,Hazardous Waste, , , , , , ,562211,0,0,0,0,0,1317216484750.000000000000000,METHANOL,000067561,4283,YES,TRI,NO,0,NO,R,Pounds,250.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,255.000000000000000,0.400000000000000,4.600000000000000,5.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,4.600000000000000,255.400000000000010,0,0,255.000000000000000,0.000000000000000,0.400000000000000,0,0.000000000000000,0,0.000000000000000,193200.000000000000000,4.600000000000000,193460.000000000000000,0,ACTIVITY,1.000000000000000,TRADEBE ENVIRONMENTAL SERVICES LLC,966208204, ,2407,09,009,171600,3,090091716003,Block Group 3,G5030,S,1343868.000000000000000,0.000000000000000,+41.5494148,-072.8073273,1950,1951,1500000US090091716003,"Block Group 3, Census Tract 1716, New Haven County, Connecticut",1112,39,67,85,45,17,63,24,0,772,340,0,yes,1182,810,575,177,19,18,0,0,21,372,279,0,0,0,0,93,0,0,0,0,0,0,0,0,090091716003
598,520,2017,06451NTDLR136GR,110000316248.000000000000000,TRADEBE TREATMENT & RECYCLING NORTHEAST LLC,136 GRACEY AVE,MERIDEN,NEW HAVEN,CT,6451, , ,41.552840000000003,-72.793059999999997,NO,562,Hazardous Waste, , , , , , ,562211,0,0,0,0,0,1317216484760.000000000000000,NAPHTHALENE,000091203,13326,YES,TRI,NO,0,NO,R,Pounds,250.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,255.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,181509.000000000000000,0.000000000000000,181509.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,255.000000000000000,0,0,255.000000000000000,0.000000000000000,0.000000000000000,0,181509.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,181764.000000000000000,0,ACTIVITY,1.000000000000000,TRADEBE ENVIRONMENTAL SERVICES LLC,966208204, ,2407,09,009,171600,3,090091716003,Block Group 3,G5030,S,1343868.000000000000000,0.000000000000000,+41.5494148,-072.8073273,1950,1951,1500000US090091716003,"Block Group 3, Census Tract 1716, New Haven County, Connecticut",1112,39,67,85,45,17,63,24,0,772,340,0,yes,1182,810,575,177,19,18,0,0,21,372,279,0,0,0,0,93,0,0,0,0,0,0,0,0,090091716003
