"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS","added_since_2008"
"620",622,1,622,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700110,"XYLENE (MIXED ISOMERS)","001330207",84970,"YES","TRI","NO",0,"NO","R","Pounds",2837.5,4024.7,0,0,0,0,0,0,0,0,0,0,0,0,6862.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.26,376.26,0,0,0,0,0,0,0,0,0,0,6862.2,0,0,6862.2,0,0,0,0,0,376.26,0,0,7238.46,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6862.2,"no"
"621",623,0,623,2016,"0606WCNNCT35CRP",110017868645,"CONNECTICUT TOOL & MANUFACTURING","35 CORPORATE AVE","PLAINVILLE","HARTFORD","CT",6062,NA,NA,41.69089,-72.85987,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,0,0,0,0,1316215001050,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,33000,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,33000,0,0,33005,0,"PRODUCTION",1.08,"WHITCRAFT GROUP","001443399",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"no"
"622",624,1,624,2016,"06010THSPR300BR",110000763157,"THEIS PRECISION STEEL USA INC","300 BROAD ST","BRISTOL","HARTFORD","CT",6010,NA,NA,41.67197,-72.90733,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331221,0,0,0,0,0,1316215267120,"MANGANESE COMPOUNDS","N450",650010,"YES","TRI","YES",1,"NO","R","Pounds",0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29267,0,0,0,29267,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1.9,0,0,0,0,0,29267,0,0,29268.9,0,"PRODUCTION",0.8,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.9,"no"
"623",625,1,625,2016,"06450THMLL99CEN",110000316239,"MILLER CO","99 CENTER ST","MERIDEN","NEW HAVEN","CT",6450,NA,NA,41.53729,-72.79348,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,0,0,0,0,0,1316215357200,"NICKEL COMPOUNDS","N495",650036,"YES","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38362,0,0,0,38362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38362,0,0,38362,0,"PRODUCTION",1,"DIEHL METALL STIFTUNG & CO KG",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"624",626,0,626,2016,"06490SPRRPLACEY",110000603099,"SUPERIOR PLATING CO","LACEY PL","SOUTHPORT","FAIRFIELD","CT",6890,NA,NA,41.14064,-73.2764,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215611650,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",1.05,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,1.25,0.13,0,0.13,0,2492.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.68,0,0,1.25,0,2492.43,0,0,7000,0,0,0,9493.68,0,"PRODUCTION",1.01,"SUPERIOR PLATING CO",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2493.68,"no"
"625",627,0,627,2016,"06512SCHND182CM",110002485294,"SCHNEIDER-SQUARE D FIELD SERVICE","182 COMMERCE ST","EAST HAVEN","NEW HAVEN","CT",6512,NA,NA,41.25395,-72.87839,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335313,0,0,0,0,0,1316214940620,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,22000,22000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,22000,0,0,22005,0,"PRODUCTION",0.97,"SCHNEIDER ELECTRIC USA INC","001288364",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"no"
"626",628,0,628,2016,"06026THRCKBRADL",110043501699,"RSCC WIRE & CABLE LLC","20 BRADLEY PARK RD","EAST GRANBY","HARTFORD","CT",6026,NA,NA,41.9311,-72.70852,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,0,0,0,0,1316215246490,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4833,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4833,0,0,4833,0,"PRODUCTION",0.34,"THE MARMON GROUP LLC","795871581",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"627",629,0,629,2016,"06026THRCKBRADL",110043501699,"RSCC WIRE & CABLE LLC","20 BRADLEY PARK RD","EAST GRANBY","HARTFORD","CT",6026,NA,NA,41.9311,-72.70852,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,0,0,0,0,1316215246480,"DECABROMODIPHENYL OXIDE","001163195",79996,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523,5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523,0,0,5523,0,"PRODUCTION",0.38,"THE MARMON GROUP LLC","795871581",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"628",630,0,630,2016,"06489NRTHS411NO",110000316603,"NORTHEASTERN SHAPED WIRE INC","411 N MAIN ST","SOUTHINGTON","HARTFORD","CT",6489,NA,NA,41.61168,-72.87589,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331222,0,0,0,0,0,1316215690620,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",90.4,16.51,0,0,0,0,0,0,0,0,0,0,0,0,106.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.91,0,0,106.91,0,0,0,0,0,0,0,0,106.91,0,"PRODUCTION",0.95,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,106.91,"no"
"629",631,1,631,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700070,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"630",632,0,632,2016,"06037MHRTN225EP",110016683551,"CORBIN RUSSWIN","225 EPISCOPAL RD","BERLIN","HARTFORD","CT",6037,NA,NA,41.64752,-72.73615,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332510,0,0,0,0,0,1316215096270,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",0.28,61.88,9.6,0,0,0,0,0,0,0,0,0,0,0,71.76,5.6,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605.11,0,3610.71,0,0,0,0,114076,114076,0,0,0,0,0,0,0,0,0,0,3682.47,0,0,71.76,4.032,3606.678,0,0,0,114076,0,0,117758.47,0,"PRODUCTION",0.8,"ASSA ABLOY INC","609161294",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3682.47,"no"
"631",633,0,633,2016,"06355MRCLC950FL",110000315944,"MEROCEL FACILITY","950 FLANDERS RD","MYSTIC","NEW LONDON","CT",6355,NA,NA,41.37643,-72.00587,"NO",339,"Miscellaneous Manufacturing",NA,NA,NA,NA,NA,NA,339113,0,0,0,0,0,1316215120320,"FORMALDEHYDE","000050000",1008,"YES","TRI","NO",0,"YES","R","Pounds",750,250,0,0,0,0,0,0,0,0,0,0,0,0,1000,355,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,0,0,1000,0,355,0,0,0,0,9590,0,10945,0,"PRODUCTION",0.98,"MEDTRONIC INC","076778182",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1355,"no"
"632",634,1,634,2016,"06708NVMTL361BR",110011369866,"NOVA METAL FINISHING INC","361 BROOKSIDE RD","WATERBURY","NEW HAVEN","CT",6708,NA,NA,41.58464,-73.06434,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332812,0,0,0,0,0,1316215641050,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","007664939",152405,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"633",635,0,635,2016,"06489NRTHS411NO",110000316603,"NORTHEASTERN SHAPED WIRE INC","411 N MAIN ST","SOUTHINGTON","HARTFORD","CT",6489,NA,NA,41.61168,-72.87589,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331222,0,0,0,0,0,1316215690660,"MANGANESE COMPOUNDS","N450",650010,"YES","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,283,0,"PRODUCTION",0.96,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"634",636,1,636,2016,"06010THSPR300BR",110000763157,"THEIS PRECISION STEEL USA INC","300 BROAD ST","BRISTOL","HARTFORD","CT",6010,NA,NA,41.67197,-72.90733,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331221,0,0,0,0,0,1316215267090,"CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090",649475,"YES","TRI","YES",1,"NO","R","Pounds",0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,191698,0,0,0,191698,0,0,0,0,0,0,0,0,0,0,68.9,0,0,1.9,0,67,0,0,0,191698,0,0,191766.9,0,"PRODUCTION",0.8,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68.9,"no"
"635",637,0,637,2016,"06026THRCKBRADL",110043501699,"RSCC WIRE & CABLE LLC","20 BRADLEY PARK RD","EAST GRANBY","HARTFORD","CT",6026,NA,NA,41.9311,-72.70852,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,0,0,0,0,1316215246510,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,3087,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3087,0,0,3092,0,"PRODUCTION",0.6,"THE MARMON GROUP LLC","795871581",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"no"
"636",638,1,638,2016,"06108PRTTW400MA",110017435701,"PRATT & WHITNEY","400 MAIN ST M S 102-21","EAST HARTFORD","HARTFORD","CT",6118,NA,NA,41.748056,-72.633056,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,0,0,0,0,1316215332800,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,500,750,0,0,0,0,0,0,0,5,0,0,0,0,500,0,1758,0,64039,0,0,0,64039,0,0,0,0,0,0,0,0,0,0,1764,0,0,6,7.28,1750.72,0,0,0,64039,0,0,65803,0,"PRODUCTION",1.11,"UNITED TECHNOLOGIES CORP","001344142",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1764,"no"
"637",639,1,639,2016,"06260DMNSN78HIG",110000315837,"DIMENSION-POLYANT INC","78 HIGHLAND DR","PUTNAM","WINDHAM","CT",6260,NA,NA,41.89403,-71.88697,"NO",313,"Textiles",NA,NA,NA,NA,NA,NA,313320,0,0,0,0,0,1316215113300,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","R","Pounds",837,2683,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,534,5734,0,5734,0,8921,0,0,0,0,8921,3520,0,0,3520,0,0,0,5734,6231,534,134148,8921,159088,0,"ACTIVITY",1.05,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3520,"no"
"638",640,1,640,2016,"06260NTNLCSENEX",110000880182,"NATIONAL CHROMIUM CO INC","10 SENEXET RD","PUTNAM","WINDHAM","CT",6260,NA,NA,41.931218,-71.931596,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215093110,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.23,0.044,0,0.044,0,27.95,0,0,0,0,0,0,0,0,0,0,0,0,298.32,0,0,326.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.544,0,0,0.23,0.028,326.29,0,0,0,0,0,0,326.548,0,"PRODUCTION",0.91,"NATIONAL CHROMIUM CO INC",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,326.544,"no"
"639",641,1,641,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700030,"BENZENE","000071432",4754,"YES","TRI","NO",0,"YES","R","Pounds",1021.5,1448.9,0,0,0,0,0,0,0,0,0,0,0,0,2470.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.38,134.38,0,0,0,0,0,0,0,0,0,0,2470.4,0,0,2470.4,0,0,0,0,0,134.38,0,0,2604.78,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2470.4,"no"
