OBJECTID,Join_Count,TARGET_FID,JOIN_FID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGITI,F5_2_STACK_,F5_3_WATER,F5_4_UNDERG,F5_4_1_UNDE,F5_4_2_UNDE,F5_5_1_LAND,F5_5_1A_RCR,F5_5_1B_OTH,F5_5_2_LAND,F5_5_3_SURF,F5_5_3A_RCR,F5_5_3B_Oth,F5_5_4_OTHE,ON_SITE_RE,F6_1_POTW_T,F6_1_POTW_1,F6_1_POTW_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEAS,F8_1A_ON_SI,F8_1B_ON_SI,F8_1C_OFF_S,F8_1D_OFF_S,F8_2_ENERGY,F8_3_ENERGY,F8_4_RECYCL,F8_5_RECYCL,F8_6_TREATM,F8_7_TREATM,PROD__WAST,F8_8_ONE_TI,PROD_RATIO,F8_9_PRODUC,PARENT_COM,PARENT_C_1,Field110,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,ArcGIS_EJ_10_DBF_OID,ArcGIS_EJ_10_DBF_Field1,ArcGIS_EJ_10_DBF_GEOID,ArcGIS_EJ_10_DBF_GEO_label,ArcGIS_EJ_10_DBF_total_x,ArcGIS_EJ_10_DBF_under_50,ArcGIS_EJ_10_DBF_from_50_to,ArcGIS_EJ_10_DBF_from_75_to,ArcGIS_EJ_10_DBF_from_100_t,ArcGIS_EJ_10_DBF_from_125_t,ArcGIS_EJ_10_DBF_from_150_t,ArcGIS_EJ_10_DBF_from_175_t,ArcGIS_EJ_10_DBF_from_185_t,ArcGIS_EJ_10_DBF_from_200_u,ArcGIS_EJ_10_DBF_below_200,ArcGIS_EJ_10_DBF_fraction_b,ArcGIS_EJ_10_DBF_over_30_un,ArcGIS_EJ_10_DBF_total_y,ArcGIS_EJ_10_DBF_not_Hispan,ArcGIS_EJ_10_DBF_non_HL_whi,ArcGIS_EJ_10_DBF_non_HL_Bla,ArcGIS_EJ_10_DBF_non_HL_AIA,ArcGIS_EJ_10_DBF_non_HL_Asi,ArcGIS_EJ_10_DBF_non_HL_NHO,ArcGIS_EJ_10_DBF_non_HL_oth,ArcGIS_EJ_10_DBF_non_HL_2_p,ArcGIS_EJ_10_DBF_HL,ArcGIS_EJ_10_DBF_HL_white,ArcGIS_EJ_10_DBF_HL_Black,ArcGIS_EJ_10_DBF_HL_AIAN,ArcGIS_EJ_10_DBF_HL_Asian,ArcGIS_EJ_10_DBF_HL_NHOPI,ArcGIS_EJ_10_DBF_HL_other,ArcGIS_EJ_10_DBF_HL_2_plus,ArcGIS_EJ_10_DBF_percent_wh,ArcGIS_EJ_10_DBF_percent_Bl,ArcGIS_EJ_10_DBF_percent_HL,ArcGIS_EJ_10_DBF_percent_AI,ArcGIS_EJ_10_DBF_percent_As,ArcGIS_EJ_10_DBF_percent_NH,ArcGIS_EJ_10_DBF_percent_ot,ArcGIS_EJ_10_DBF_GEOID2_Tex
681,1,681,2168,2008,06770LCTRC18RAD,110031001243.000000000000000,ELECTRIC CABLE COMPOUNDS INC,108 RADO DR,NAUGATUCK,NEW HAVEN,CT,6770, , ,41.517400000000002,-73.021780000000007,NO,325,Chemicals, , , , , , ,325212,0, ,0,0,0,1308206695710.000000000000000,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,92.000000000000000,54.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,146.000000000000000,52.000000000000000,0.000000000000000,52.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,2409.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2461.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2607.000000000000000,0,0,146.000000000000000,2461.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2607.000000000000000,0.000000000000000, ,0.990000000000000,NA, , ,09,009,345100,4,090093451004,Block Group 4,G5030,S,5190888.000000000000000,0.000000000000000,+41.5075244,-073.0283552,2110,2111,1500000US090093451004,"Block Group 4, Census Tract 3451, New Haven County, Connecticut",1883,36,0,29,6,5,11,6,35,1755,128,0,no,1883,1827,1811,0,0,7,0,0,9,56,28,0,0,0,0,28,0,1,0,0,0,0,0,0,090093451004
682,1,682,1271,2008,06002SCHRR40EAS,110001729489.000000000000000,ITW CONVERTED PRODUCTS,40 E NEWBERRY RD,BLOOMFIELD,HARTFORD,CT,6002, , ,41.862181999999997,-72.697607000000005,NO,322,Paper, , , , , , ,322221,0, ,0,0,0,1308206411590.000000000000000,TOLUENE,000108883,25452,YES,TRI,NO,0,NO,R,Pounds,0.000000000000000,5331.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,5331.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7562.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,7562.000000000000000,345.000000000000000,0.000000000000000,345.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5331.000000000000000,0,0,5331.000000000000000,0.000000000000000,0.000000000000000,0,345.000000000000000,0.000000000000000,7562.000000000000000,261206.000000000000000,0.000000000000000,274444.000000000000000,0.000000000000000, ,0.750000000000000,ILLINOIS TOOL WORKS INC,005146428, ,09,003,471500,9,090034715009,Block Group 9,G5030,S,16736156.000000000000000,53357.000000000000000,+41.8448028,-072.7154414,880,881,1500000US090034715009,"Block Group 9, Census Tract 4715, Hartford County, Connecticut",3087,156,119,13,44,58,156,31,73,2437,650,0,no,3197,3047,1226,1623,0,100,0,0,98,150,23,66,0,0,0,61,0,0,1,0,0,0,0,0,090034715009
683,1,683,1863,2008,06795BRSTL1100B,110000787159.000000000000000,"BRISTOL, INC. DIV. OF EMERSON PROCESS MANAGEMENT",1100 BUCKINGHAM ST,WATERTOWN,LITCHFIELD,CT,6795, , ,41.614139999999999,-73.097729999999999,NO,334,Computers and Electronic Products, , , , , , ,334513,0, ,0,0,0,1308206316900.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.531000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.531000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,743.000000000000000,0.000000000000000,0,0.000000000000000,743.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.531000000000000,0,0,0.531000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,743.000000000000000,0.000000000000000,0.000000000000000,743.530999999999950,0.000000000000000, ,0.500000000000000,EMERSON ELECTRIC,NA, ,09,005,360100,9,090053601009,Block Group 9,G5030,S,4793320.000000000000000,0.000000000000000,+41.6179370,-073.1137089,1430,1431,1500000US090053601009,"Block Group 9, Census Tract 3601, Litchfield County, Connecticut",1792,8,7,0,35,22,6,0,14,1700,92,0,no,1792,1770,1704,0,0,66,0,0,0,22,0,0,0,0,0,22,0,1,0,0,0,0,0,0,090053601009
684,1,684,2504,2008,06702WTRBR31131,110000317103.000000000000000,WATERBURY SCREW MACHINE PRODUCTS CO INC,311-319 THOMASTON AVE,WATERBURY,NEW HAVEN,CT,6702, , ,41.566617999999998,-73.055024000000003,NO,332,Fabricated Metals, , , , , , ,332721,0, ,0,0,0,1308206528410.000000000000000,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,227828.000000000000000,0.000000000000000,0,0.000000000000000,227828.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,227828.000000000000000,0.000000000000000,0.000000000000000,227828.000000000000000,0.000000000000000, ,0.990000000000000,NA, , ,09,009,352300,2,090093523002,Block Group 2,G5030,S,2801838.000000000000000,172232.000000000000000,+41.5751480,-073.0548536,2214,2215,1500000US090093523002,"Block Group 2, Census Tract 3523, New Haven County, Connecticut",697,71,24,50,10,34,43,8,24,433,264,0,yes,745,589,254,335,0,0,0,0,0,156,56,0,0,0,0,100,0,0,0,0,0,0,0,0,090093523002
685,1,685,2319,2008,06410MCRTC1425M,110000621667.000000000000000,"MICROTECH, INC",1425 HIGHLAND AVE,CHESHIRE,NEW HAVEN,CT,6410, , ,41.539920000000002,-72.893050000000002,NO,334,Computers and Electronic Products, , , , , , ,334419,0, ,0,0,0,1308206977260.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.000000000000000,0.130000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.130000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.570000000000000,0,0.000000000000000,6.570000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.130000000000000,0,0,0.130000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,6.570000000000000,0.000000000000000,0.000000000000000,6.700000000000000,0.000000000000000, ,2.330000000000000,NA,NA, ,09,009,343101,2,090093431012,Block Group 2,G5030,S,12283996.000000000000000,0.000000000000000,+41.5426014,-072.8881337,2090,2091,1500000US090093431012,"Block Group 2, Census Tract 3431.01, New Haven County, Connecticut",920,0,0,12,8,0,0,0,0,900,20,0,no,3553,2903,1689,1032,20,24,0,5,133,650,111,50,0,0,0,465,24,0,0,0,0,0,0,0,090093431012
686,1,686,2318,2008,06708PLLDN57BRI,110002494587.000000000000000,PALLADIN PRECISION PRODUCTS,57 BRISTOL ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.519460000000002,-73.054839999999999,NO,332,Fabricated Metals, , , , , , ,332721,0, ,0,0,0,1308206953550.000000000000000,COPPER,007440508,150086,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.900000000000000,10.900000000000000,0.000000000000000,2319.000000000000000,0.000000000000000,0,0.000000000000000,2319.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.900000000000000,0,0,0.000000000000000,0.000000000000000,10.900000000000000,0,0.000000000000000,0.000000000000000,2319.000000000000000,0.000000000000000,0.000000000000000,2329.900000000000100,0.000000000000000, ,0.810000000000000,NA, , ,09,009,351602,4,090093516024,Block Group 4,G5030,S,1848253.000000000000000,0.000000000000000,+41.5255774,-073.0556966,2198,2199,1500000US090093516024,"Block Group 4, Census Tract 3516.02, New Haven County, Connecticut",2408,12,7,16,91,48,78,32,37,2087,321,0,no,2408,2324,2184,0,0,93,0,0,47,84,40,0,0,0,0,44,0,1,0,0,0,0,0,0,090093516024
687,1,687,1271,2008,06002TSSRV212WN,110002088614.000000000000000,OTIS SERVICE CENTER,212 W NEWBERRY RD,BLOOMFIELD,HARTFORD,CT,6002, , ,41.870699999999999,-72.737409999999997,NO,333,Machinery, , , , , , ,333921,0, ,0,0,0,1308210854410.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,5.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,9444.000000000000000,0.000000000000000,0,0.000000000000000,9444.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25.000000000000000,0,0,5.000000000000000,0.000000000000000,20.000000000000000,0,0.000000000000000,0.000000000000000,9444.000000000000000,0.000000000000000,0.000000000000000,9469.000000000000000,0.000000000000000, ,1.000000000000000,UNITED TECHNOLOGIES CORP,001344142, ,09,003,471500,9,090034715009,Block Group 9,G5030,S,16736156.000000000000000,53357.000000000000000,+41.8448028,-072.7154414,880,881,1500000US090034715009,"Block Group 9, Census Tract 4715, Hartford County, Connecticut",3087,156,119,13,44,58,156,31,73,2437,650,0,no,3197,3047,1226,1623,0,100,0,0,98,150,23,66,0,0,0,61,0,0,1,0,0,0,0,0,090034715009
688,1,688,355,2008,06484MCCRP9MOUN,110002089329.000000000000000,MICA CORP,9 MOUNTAIN VIEW DR,SHELTON,FAIRFIELD,CT,6484, , ,41.292619999999999,-73.089540000000000,NO,325,Chemicals, , , , , , ,325520,325613, ,0,0,0,1308206357210.000000000000000,FORMALDEHYDE,000050000,1008,YES,TRI,NO,0,YES,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,NA, , ,09,001,110202,1,090011102021,Block Group 1,G5030,S,2937149.000000000000000,76222.000000000000000,+41.2911720,-073.0892635,510,511,1500000US090011102021,"Block Group 1, Census Tract 1102.02, Fairfield County, Connecticut",1272,7,14,0,0,8,24,0,0,1219,53,0,no,1272,1250,1124,50,6,70,0,0,0,22,13,0,0,0,0,9,0,1,0,0,0,0,0,0,090011102021
689,1,689,1626,2008,06110SSCRP1045N,110000315695.000000000000000,SOUSA CORP,1045 NEW BRITAIN AVE,WEST HARTFORD,HARTFORD,CT,6110, , ,41.730220000000003,-72.725579999999994,NO,332,Fabricated Metals, , , , , , ,332811,332813, ,0,0,0,1308206616880.000000000000000,AMMONIA,007664417,152389,NO,TRI,NO,0,NO,R,Pounds,5.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,0,0,5.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,5.000000000000000, ,1.000000000000000,NA,NA, ,09,003,496100,1,090034961001,Block Group 1,G5030,S,1406304.000000000000000,0.000000000000000,+41.7309210,-072.7192882,1038,1039,1500000US090034961001,"Block Group 1, Census Tract 4961, Hartford County, Connecticut",1510,203,102,14,76,29,0,0,47,1039,471,0,yes,1523,1030,467,370,0,193,0,0,0,493,203,37,16,0,0,156,81,0,0,0,0,0,0,0,090034961001
690,1,690,2338,2008,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0, ,0,0,0,1308215537010.000000000000000,ETHYLENE GLYCOL,000107211,24257,YES,TRI,NO,0,NO,A,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000,HUBBARD-HALL INC,055310759, ,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
691,1,691,2094,2008,06410BNDXC250KN,110016680206.000000000000000,ATLANTIC INERTIAL SYSTEMS INC. PART OF UTC AEROSPACE SYSTEMS,250 KNOTTER DR,CHESHIRE,NEW HAVEN,CT,6410, , ,41.550809999999998,-72.918949999999995,NO,334,Computers and Electronic Products, , , , , , ,334511,0, ,0,0,0,1308206346090.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390.000000000000000,0.000000000000000,0.000000000000000,390.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390.000000000000000,0,0,0.000000000000000,0.000000000000000,390.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,390.000000000000000,0.000000000000000, ,0.640000000000000,UNITED TECHNOLOGIES CORP,001344142, ,09,009,343200,9,090093432009,Block Group 9,G5030,S,13342704.000000000000000,16462.000000000000000,+41.5445342,-072.9230401,2096,2097,1500000US090093432009,"Block Group 9, Census Tract 3432, New Haven County, Connecticut",2936,53,0,6,0,36,11,0,0,2830,106,0,no,3090,3009,2949,19,0,41,0,0,0,81,22,28,0,0,0,31,0,1,0,0,0,0,0,0,090093432009
692,1,692,2338,2008,06708HBBRD563SL,110000317194.000000000000000,HUBBARD-HALL INC,563 S LEONARD ST,WATERBURY,NEW HAVEN,CT,6708, , ,41.530697000000004,-73.043412000000004,NO,4246,Chemical Wholesalers, , , , , , ,424690,0, ,0,0,0,1308206375080.000000000000000,TETRACHLOROETHYLENE,000127184,34157,YES,TRI,NO,0,YES,R,Pounds,2.000000000000000,38.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,40.000000000000000,0,0,40.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000, ,1.430000000000000,HUBBARD-HALL INC,055310759, ,09,009,351900,2,090093519002,Block Group 2,G5030,S,4696894.000000000000000,152617.000000000000000,+41.5223926,-073.0687277,2205,2206,1500000US090093519002,"Block Group 2, Census Tract 3519, New Haven County, Connecticut",1179,61,6,74,61,0,0,0,27,950,229,0,no,1179,1122,1010,53,0,25,0,0,34,57,22,0,0,0,0,35,0,1,0,0,0,0,0,0,090093519002
693,1,693,1627,2008,06110BBTTBRAILR,110000581629.000000000000000,ABBOTT BALL CO INC,19 RAILROAD PL,WEST HARTFORD,HARTFORD,CT,6110, , ,41.728920000000002,-72.726349999999996,NO,332,Fabricated Metals, , , , , , ,332991,0, ,0,0,0,1308207037480.000000000000000,COPPER,007440508,150086,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,2.430000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,2.430000000000000,23.219999999999999,0.000000000000000,23.219999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,13103.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13126.219999999999000,0.000000000000000,0.000000000000000,0.000000000000000,0,2385.000000000000000,2385.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13128.650000000000000,0,0,2.430000000000000,13103.000000000000000,23.219999999999999,0,0.000000000000000,0.000000000000000,2385.000000000000000,0.000000000000000,0.000000000000000,15513.650000000000000,0.000000000000000, ,4.800000000000000,NA, , ,09,003,496100,2,090034961002,Block Group 2,G5030,S,752166.000000000000000,0.000000000000000,+41.7261909,-072.7295533,1039,1040,1500000US090034961002,"Block Group 2, Census Tract 4961, Hartford County, Connecticut",637,34,19,4,29,17,6,0,25,503,134,0,no,640,626,485,54,0,56,0,0,31,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,090034961002
694,1,694,931,2008,06029SYNMR5NUTM,110039496355.000000000000000,SYN-MAR PRODUCTS INC,5 NUTMEG DR,ELLINGTON,TOLLAND,CT,6029, , ,41.872419999999998,-72.487160000000003,NO,325,Chemicals, , , , , , ,325991,0, ,0,0,0,1308207020100.000000000000000,STYRENE,000100425,19414,YES,TRI,NO,0,YES,R,Pounds,0.000000000000000,1888.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,1888.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1888.000000000000000,0,0,1888.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1888.000000000000000,0.000000000000000, ,0.890000000000000,NA, , ,09,013,535100,1,090135351001,Block Group 1,G5030,S,4775143.000000000000000,0.000000000000000,+41.8675400,-072.4908290,2469,2470,1500000US090135351001,"Block Group 1, Census Tract 5351, Tolland County, Connecticut",1140,47,13,15,0,0,0,0,0,1065,75,0,no,1140,1125,1081,28,0,0,0,0,16,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,090135351001
